Plot,Unit,Treatment,PFT_simple,Mortality_frac_yr,Total_count,SE_plot,Timeframe
0340-00108,340,Burn,cedar,0.009481169884242191,18,0.02284157673807949,2003-2009
0340-00108,340,Burn,fir,0.04681570700306348,12,0.06098086898150025,2003-2009
0340-00108,340,Burn,oak,0.06534473481593284,3,0.14268239840962427,2003-2009
0340-00108,340,Burn,other_hardwood,0.0,6,0.0,2003-2009
0340-00109,340,Burn,cedar,0.06534473481593284,9,0.082377721130418,2003-2009
0340-00109,340,Burn,fir,0.08905184924374354,14,0.07612096453766068,2003-2009
0340-00109,340,Burn,oak,0.10910128185966073,2,0.22045202670449596,2003-2009
0340-00109,340,Burn,pine,0.0,1,0.0,2003-2009
0340-00109,340,Burn,psme,0.10910128185966073,2,0.22045202670449596,2003-2009
0340-00111,340,Burn,cedar,0.054535280882164416,7,0.0858247250599132,2003-2009
0340-00111,340,Burn,fir,0.10910128185966073,2,0.22045202670449596,2003-2009
0340-00112,340,Burn,fir,0.1673168223443957,6,0.1523821420557374,2003-2009
0340-00112,340,Burn,other_hardwood,0.1551533538543174,11,0.10916242720330037,2003-2009
0340-00112,340,Burn,pine,0.0,2,0.0,2003-2009
0340-00112,340,Burn,psme,0.08161409783155471,5,0.12243629924715638,2003-2009
0340-00113,340,Burn,other_hardwood,0.09802926264365552,26,0.05831595846671974,2003-2009
0340-00113,340,Burn,pine,0.0,1,0.0,2003-2009
0340-00114,340,Burn,cedar,0.0,3,0.0,2003-2009
0340-00114,340,Burn,fir,0.1673168223443957,3,0.21550089195868743,2003-2009
0340-00114,340,Burn,other_hardwood,0.18843746019893848,7,0.14780720250801233,2003-2009
0340-00114,340,Burn,psme,0.0,4,0.0,2003-2009
0340-00115,340,Burn,cedar,0.0,2,0.0,2003-2009
0340-00115,340,Burn,fir,0.025364554516409732,7,0.059427259125991054,2003-2009
0340-00115,340,Burn,pine,0.10910128185966073,2,0.22045202670449596,2003-2009
0340-00116,340,Burn,cedar,0.0,2,0.0,2003-2009
0340-00116,340,Burn,fir,0.03650751600100388,5,0.0838745697770669,2003-2009
0340-00116,340,Burn,other_hardwood,0.08161409783155471,10,0.08657553746104965,2003-2009
0340-00116,340,Burn,psme,0.06534473481593284,3,0.14268239840962427,2003-2009
0340-00117,340,Burn,cedar,0.06534473481593284,3,0.14268239840962427,2003-2009
0340-00117,340,Burn,fir,0.02992988455419965,6,0.06956302485848347,2003-2009
0340-00117,340,Burn,psme,0.0,1,0.0,2003-2009
0340-00121,340,Burn,cedar,0.0,2,0.0,2003-2009
0340-00121,340,Burn,fir,0.054535280882164416,7,0.0858247250599132,2003-2009
0340-00121,340,Burn,oak,0.0,1,0.0,2003-2009
0340-00121,340,Burn,other_hardwood,0.0,1,0.0,2003-2009
0340-00121,340,Burn,pine,0.0,2,0.0,2003-2009
0340-00121,340,Burn,psme,0.0,1,0.0,2003-2009
0340-00122,340,Burn,cedar,0.0,1,0.0,2003-2009
0340-00122,340,Burn,fir,0.08905184924374354,14,0.07612096453766068,2003-2009
0340-00123,340,Burn,cedar,0.06534473481593284,3,0.14268239840962427,2003-2009
0340-00123,340,Burn,fir,0.09608742643812962,11,0.08885874025595428,2003-2009
0340-00123,340,Burn,pine,0.0,3,0.0,2003-2009
0340-00124,340,Burn,cedar,0.1673168223443957,3,0.21550089195868743,2003-2009
0340-00124,340,Burn,fir,0.0,7,0.0,2003-2009
0340-00124,340,Burn,pine,0.0,1,0.0,2003-2009
0350-00002,350,Thin,cedar,0.0,1,0.0,2003-2009
0350-00002,350,Thin,fir,0.0,1,0.0,2003-2009
0350-00002,350,Thin,pine,0.0,2,0.0,2003-2009
0350-00002,350,Thin,psme,0.0,1,0.0,2003-2009
0350-00003,350,Thin,cedar,0.0,1,0.0,2003-2009
0350-00003,350,Thin,pine,0.0,2,0.0,2003-2009
0350-00003,350,Thin,psme,0.0,1,0.0,2003-2009
0350-00005,350,Thin,cedar,0.0,1,0.0,2003-2009
0350-00005,350,Thin,fir,0.0,1,0.0,2003-2009
0350-00005,350,Thin,pine,0.0,1,0.0,2003-2009
0350-00005,350,Thin,psme,0.0,3,0.0,2003-2009
0350-00101,350,Thin,cedar,0.04681570700306348,4,0.1056219633656594,2003-2009
0350-00101,350,Thin,fir,0.0,6,0.0,2003-2009
0350-00101,350,Thin,oak,0.0,5,0.0,2003-2009
0350-00102,350,Thin,cedar,0.0,3,0.0,2003-2009
0350-00102,350,Thin,fir,0.04681570700306348,4,0.1056219633656594,2003-2009
0350-00102,350,Thin,psme,0.0,1,0.0,2003-2009
0350-00103,350,Thin,cedar,0.0,12,0.0,2003-2009
0350-00103,350,Thin,fir,0.022009411402034718,8,0.051871231443559714,2003-2009
0350-00103,350,Thin,oak,0.0,5,0.0,2003-2009
0350-00103,350,Thin,pine,0.0,1,0.0,2003-2009
0350-00105,350,Thin,cedar,0.0,5,0.0,2003-2009
0350-00105,350,Thin,fir,0.04681570700306348,4,0.1056219633656594,2003-2009
0350-00105,350,Thin,oak,0.0,2,0.0,2003-2009
0350-00106,350,Thin,cedar,0.0,1,0.0,2003-2009
0350-00106,350,Thin,fir,0.0,4,0.0,2003-2009
0350-00106,350,Thin,pine,0.0,1,0.0,2003-2009
0350-00109,350,Thin,cedar,0.0,5,0.0,2003-2009
0350-00109,350,Thin,fir,0.0,2,0.0,2003-2009
0350-00109,350,Thin,psme,0.0,1,0.0,2003-2009
0350-00110,350,Thin,cedar,0.0,1,0.0,2003-2009
0350-00110,350,Thin,fir,0.06534473481593284,3,0.14268239840962427,2003-2009
0350-00110,350,Thin,oak,0.0,1,0.0,2003-2009
0350-00110,350,Thin,psme,0.0,1,0.0,2003-2009
0350-00111,350,Thin,cedar,0.0,3,0.0,2003-2009
0350-00111,350,Thin,fir,0.0,3,0.0,2003-2009
0350-00111,350,Thin,oak,0.0,1,0.0,2003-2009
0350-00111,350,Thin,pine,0.0,3,0.0,2003-2009
0350-00112,350,Thin,cedar,0.0,1,0.0,2003-2009
0350-00112,350,Thin,fir,0.0,4,0.0,2003-2009
0350-00112,350,Thin,psme,0.0,3,0.0,2003-2009
0350-00113,350,Thin,fir,0.0,5,0.0,2003-2009
0350-00113,350,Thin,pine,0.0,1,0.0,2003-2009
0350-00113,350,Thin,psme,0.0,1,0.0,2003-2009
0350-00115,350,Thin,cedar,0.0,1,0.0,2003-2009
0350-00115,350,Thin,fir,0.0,2,0.0,2003-2009
0350-00115,350,Thin,psme,0.0,1,0.0,2003-2009
0350-00116,350,Thin,cedar,0.0,2,0.0,2003-2009
0350-00116,350,Thin,fir,0.0,1,0.0,2003-2009
0350-00116,350,Thin,oak,0.0,1,0.0,2003-2009
0350-00116,350,Thin,pine,0.0,2,0.0,2003-2009
0350-00117,350,Thin,cedar,0.0,4,0.0,2003-2009
0350-00117,350,Thin,fir,0.0,1,0.0,2003-2009
0350-00117,350,Thin,pine,0.0,1,0.0,2003-2009
0350-00117,350,Thin,psme,0.0,2,0.0,2003-2009
0350-00119,350,Thin,cedar,0.0,4,0.0,2003-2009
0350-00119,350,Thin,fir,0.10910128185966073,2,0.22045202670449596,2003-2009
0350-00119,350,Thin,oak,0.0,3,0.0,2003-2009
0350-00119,350,Thin,pine,0.0,1,0.0,2003-2009
0380-00002,380,Burn+Thin,fir,0.0,3,0.0,2003-2009
0380-00002,380,Burn+Thin,pine,0.0,1,0.0,2003-2009
0380-00004,380,Burn+Thin,cedar,0.0,1,0.0,2003-2009
0380-00004,380,Burn+Thin,fir,0.06534473481593284,3,0.14268239840962427,2003-2009
0380-00004,380,Burn+Thin,pine,0.0,1,0.0,2003-2009
0380-00004,380,Burn+Thin,psme,0.0,3,0.0,2003-2009
0380-00006,380,Burn+Thin,cedar,0.0,1,0.0,2003-2009
0380-00006,380,Burn+Thin,fir,0.0,1,0.0,2003-2009
0380-00006,380,Burn+Thin,pine,0.0,1,0.0,2003-2009
0380-00006,380,Burn+Thin,psme,0.06534473481593284,3,0.14268239840962427,2003-2009
0380-00010,380,Burn+Thin,fir,0.0,1,0.0,2003-2009
0380-00010,380,Burn+Thin,pine,0.0,1,0.0,2003-2009
0380-00010,380,Burn+Thin,psme,0.10910128185966073,2,0.22045202670449596,2003-2009
0380-00015,380,Burn+Thin,cedar,0.0,1,0.0,2003-2009
0380-00015,380,Burn+Thin,oak,0.0,3,0.0,2003-2009
0380-00015,380,Burn+Thin,pine,0.0,2,0.0,2003-2009
0380-00102,380,Burn+Thin,cedar,0.019439082189040002,9,0.04602077341651479,2003-2009
0380-00102,380,Burn+Thin,fir,0.0,1,0.0,2003-2009
0380-00102,380,Burn+Thin,pine,0.0,2,0.0,2003-2009
0380-00102,380,Burn+Thin,psme,0.0,2,0.0,2003-2009
0380-00103,380,Burn+Thin,cedar,0.0,5,0.0,2003-2009
0380-00103,380,Burn+Thin,oak,0.0,1,0.0,2003-2009
0380-00103,380,Burn+Thin,pine,0.0,1,0.0,2003-2009
0380-00103,380,Burn+Thin,psme,0.0,1,0.0,2003-2009
0380-00104,380,Burn+Thin,cedar,0.10910128185966073,2,0.22045202670449596,2003-2009
0380-00104,380,Burn+Thin,fir,0.0,3,0.0,2003-2009
0380-00104,380,Burn+Thin,oak,0.0,1,0.0,2003-2009
0380-00104,380,Burn+Thin,pine,0.0,1,0.0,2003-2009
0380-00104,380,Burn+Thin,psme,0.0,3,0.0,2003-2009
0380-00107,380,Burn+Thin,fir,0.0,2,0.0,2003-2009
0380-00107,380,Burn+Thin,oak,0.0,1,0.0,2003-2009
0380-00107,380,Burn+Thin,pine,0.0,1,0.0,2003-2009
0380-00107,380,Burn+Thin,psme,0.0,3,0.0,2003-2009
0380-00110,380,Burn+Thin,cedar,0.08161409783155471,5,0.12243629924715638,2003-2009
0380-00110,380,Burn+Thin,pine,0.04681570700306348,4,0.1056219633656594,2003-2009
0380-00112,380,Burn+Thin,cedar,0.04681570700306348,4,0.1056219633656594,2003-2009
0380-00112,380,Burn+Thin,fir,0.0,3,0.0,2003-2009
0380-00112,380,Burn+Thin,oak,0.0,1,0.0,2003-2009
0380-00112,380,Burn+Thin,psme,0.0,3,0.0,2003-2009
0380-00113,380,Burn+Thin,cedar,0.0,5,0.0,2003-2009
0380-00113,380,Burn+Thin,fir,0.14162578106744295,10,0.11025784289767311,2003-2009
0380-00113,380,Burn+Thin,pine,0.0,3,0.0,2003-2009
0380-00114,380,Burn+Thin,fir,0.0,2,0.0,2003-2009
0380-00114,380,Burn+Thin,pine,0.0,2,0.0,2003-2009
0380-00117,380,Burn+Thin,cedar,0.0,2,0.0,2003-2009
0380-00117,380,Burn+Thin,fir,0.0,1,0.0,2003-2009
0380-00117,380,Burn+Thin,pine,0.10910128185966073,2,0.22045202670449596,2003-2009
0380-00117,380,Burn+Thin,psme,0.0,1,0.0,2003-2009
0380-00118,380,Burn+Thin,fir,0.06534473481593284,3,0.14268239840962427,2003-2009
0380-00118,380,Burn+Thin,pine,0.0,2,0.0,2003-2009
0380-00119,380,Burn+Thin,cedar,0.06534473481593284,3,0.14268239840962427,2003-2009
0380-00119,380,Burn+Thin,fir,0.0,1,0.0,2003-2009
0380-00119,380,Burn+Thin,pine,0.0,2,0.0,2003-2009
0380-00120,380,Burn+Thin,fir,0.06534473481593284,3,0.14268239840962427,2003-2009
0380-00120,380,Burn+Thin,oak,0.0,1,0.0,2003-2009
0380-00120,380,Burn+Thin,pine,0.0,2,0.0,2003-2009
0380-00120,380,Burn+Thin,psme,0.0,3,0.0,2003-2009
0380-00125,380,Burn+Thin,cedar,0.10910128185966073,2,0.22045202670449596,2003-2009
0380-00125,380,Burn+Thin,fir,0.0,2,0.0,2003-2009
0380-00125,380,Burn+Thin,other_hardwood,0.0,1,0.0,2003-2009
0380-00125,380,Burn+Thin,pine,0.0,2,0.0,2003-2009
0380-00125,380,Burn+Thin,psme,0.0,2,0.0,2003-2009
0380-00126,380,Burn+Thin,pine,0.0,1,0.0,2003-2009
0380-00127,380,Burn+Thin,fir,0.10910128185966073,2,0.22045202670449596,2003-2009
0380-00127,380,Burn+Thin,oak,0.0,1,0.0,2003-2009
0380-00127,380,Burn+Thin,pine,0.0,1,0.0,2003-2009
0380-00127,380,Burn+Thin,psme,0.0,1,0.0,2003-2009
0400-00002,400,Burn,cedar,0.0,5,0.0,2003-2009
0400-00002,400,Burn,fir,0.0,1,0.0,2003-2009
0400-00002,400,Burn,psme,0.0,2,0.0,2003-2009
0400-00009,400,Burn,cedar,0.0,9,0.0,2003-2009
0400-00009,400,Burn,fir,0.09608742643812962,11,0.08885874025595428,2003-2009
0400-00009,400,Burn,pine,0.0,1,0.0,2003-2009
0400-00009,400,Burn,psme,0.06534473481593284,6,0.10089169147140599,2003-2009
0400-00022,400,Burn,cedar,0.13169853096453088,7,0.12781349576982157,2003-2009
0400-00022,400,Burn,pine,0.10910128185966073,2,0.22045202670449596,2003-2009
0400-00022,400,Burn,psme,0.02992988455419965,6,0.06956302485848347,2003-2009
0400-00023,400,Burn,cedar,0.10910128185966073,10,0.09858914349777037,2003-2009
0400-00023,400,Burn,fir,0.0,2,0.0,2003-2009
0400-00023,400,Burn,psme,0.0,3,0.0,2003-2009
0400-00023,400,Burn,unknown,0.0,1,0.0,2003-2009
0400-00024,400,Burn,cedar,0.0,1,0.0,2003-2009
0400-00024,400,Burn,fir,0.10910128185966073,2,0.22045202670449596,2003-2009
0400-00024,400,Burn,pine,0.0,1,0.0,2003-2009
0400-00024,400,Burn,psme,0.02992988455419965,6,0.06956302485848347,2003-2009
0400-00101,400,Burn,cedar,0.0,5,0.0,2003-2009
0400-00101,400,Burn,fir,0.10910128185966073,4,0.15588312300906695,2003-2009
0400-00101,400,Burn,pine,0.0,2,0.0,2003-2009
0400-00101,400,Burn,psme,0.0,1,0.0,2003-2009
0400-00102,400,Burn,fir,0.1673168223443957,9,0.12441949798295265,2003-2009
0400-00102,400,Burn,pine,0.0,1,0.0,2003-2009
0400-00102,400,Burn,psme,0.08161409783155471,5,0.12243629924715638,2003-2009
0400-00103,400,Burn,cedar,0.10910128185966073,2,0.22045202670449596,2003-2009
0400-00103,400,Burn,fir,0.04681570700306348,4,0.1056219633656594,2003-2009
0400-00103,400,Burn,pine,0.0,1,0.0,2003-2009
0400-00103,400,Burn,psme,0.054535280882164416,7,0.0858247250599132,2003-2009
0400-00104,400,Burn,cedar,0.013251861837359047,13,0.031715380878153634,2003-2009
0400-00104,400,Burn,fir,0.1673168223443957,3,0.21550089195868743,2003-2009
0400-00104,400,Burn,pine,0.0,1,0.0,2003-2009
0400-00104,400,Burn,psme,0.2062994740159002,8,0.14306467114414687,2003-2009
0400-00105,400,Burn,cedar,0.08161409783155471,5,0.12243629924715638,2003-2009
0400-00105,400,Burn,fir,0.10910128185966073,6,0.1272780369612393,2003-2009
0400-00105,400,Burn,pine,0.06534473481593284,3,0.14268239840962427,2003-2009
0400-00105,400,Burn,psme,0.0,5,0.0,2003-2009
0400-00106,400,Burn,cedar,0.019439082189040002,9,0.04602077341651479,2003-2009
0400-00106,400,Burn,fir,0.04681570700306348,4,0.1056219633656594,2003-2009
0400-00106,400,Burn,pine,0.0,3,0.0,2003-2009
0400-00106,400,Burn,psme,0.0,3,0.0,2003-2009
0400-00108,400,Burn,cedar,0.10910128185966073,2,0.22045202670449596,2003-2009
0400-00108,400,Burn,fir,0.10910128185966073,10,0.09858914349777037,2003-2009
0400-00108,400,Burn,pine,0.0,3,0.0,2003-2009
0400-00108,400,Burn,psme,0.0,3,0.0,2003-2009
0400-00109,400,Burn,cedar,0.0,6,0.0,2003-2009
0400-00109,400,Burn,fir,0.10910128185966073,2,0.22045202670449596,2003-2009
0400-00109,400,Burn,pine,0.0,4,0.0,2003-2009
0400-00109,400,Burn,psme,0.10910128185966073,2,0.22045202670449596,2003-2009
0400-00110,400,Burn,cedar,0.0,1,0.0,2003-2009
0400-00110,400,Burn,fir,0.1508093352175236,8,0.1265236537316107,2003-2009
0400-00110,400,Burn,pine,0.0,3,0.0,2003-2009
0400-00110,400,Burn,psme,0.0,3,0.0,2003-2009
0400-00112,400,Burn,fir,0.054535280882164416,7,0.0858247250599132,2003-2009
0400-00112,400,Burn,pine,0.10910128185966073,4,0.15588312300906695,2003-2009
0400-00112,400,Burn,psme,0.0,4,0.0,2003-2009
0400-00116,400,Burn,cedar,0.04681570700306348,4,0.1056219633656594,2003-2009
0400-00116,400,Burn,fir,0.0,1,0.0,2003-2009
0400-00116,400,Burn,pine,0.0,1,0.0,2003-2009
0400-00116,400,Burn,psme,0.04681570700306348,4,0.1056219633656594,2003-2009
0400-00118,400,Burn,cedar,0.04878715725748206,27,0.04145813173338623,2003-2009
0400-00118,400,Burn,fir,0.03650751600100388,5,0.0838745697770669,2003-2009
0400-00118,400,Burn,psme,0.04681570700306348,4,0.1056219633656594,2003-2009
0400-00119,400,Burn,cedar,0.03650751600100388,25,0.037509847921014194,2003-2009
0400-00119,400,Burn,fir,0.06534473481593284,3,0.14268239840962427,2003-2009
0400-00119,400,Burn,pine,0.0,1,0.0,2003-2009
0400-00120,400,Burn,cedar,0.04681570700306348,4,0.1056219633656594,2003-2009
0400-00120,400,Burn,fir,0.10910128185966073,8,0.11022601335224798,2003-2009
0400-00120,400,Burn,pine,0.0,2,0.0,2003-2009
0400-00120,400,Burn,psme,0.0,1,0.0,2003-2009
0400-00121,400,Burn,cedar,0.08161409783155471,5,0.12243629924715638,2003-2009
0400-00121,400,Burn,fir,0.06534473481593284,3,0.14268239840962427,2003-2009
0400-00121,400,Burn,pine,0.0,4,0.0,2003-2009
0400-00121,400,Burn,psme,0.0,1,0.0,2003-2009
0490-00004,490,Thin,cedar,0.0,1,0.0,2003-2009
0490-00004,490,Thin,fir,0.0,3,0.0,2003-2009
0490-00004,490,Thin,oak,0.0,1,0.0,2003-2009
0490-00004,490,Thin,psme,0.0,3,0.0,2003-2009
0490-00008,490,Thin,fir,0.0,3,0.0,2003-2009
0490-00008,490,Thin,psme,0.0,2,0.0,2003-2009
0490-00018,490,Thin,cedar,0.0,1,0.0,2003-2009
0490-00018,490,Thin,fir,0.0,2,0.0,2003-2009
0490-00018,490,Thin,other_hardwood,0.0,1,0.0,2003-2009
0490-00018,490,Thin,psme,0.0,2,0.0,2003-2009
0490-00020,490,Thin,fir,0.0,3,0.0,2003-2009
0490-00020,490,Thin,psme,0.0,4,0.0,2003-2009
0490-00033,490,Thin,cedar,0.0,1,0.0,2003-2009
0490-00033,490,Thin,psme,0.0,3,0.0,2003-2009
0490-00035,490,Thin,cedar,0.0,1,0.0,2003-2009
0490-00035,490,Thin,fir,0.0,3,0.0,2003-2009
0490-00035,490,Thin,pine,0.0,2,0.0,2003-2009
0490-00041,490,Thin,fir,0.0,2,0.0,2003-2009
0490-00041,490,Thin,pine,0.0,1,0.0,2003-2009
0490-00041,490,Thin,psme,0.0,3,0.0,2003-2009
0490-00042,490,Thin,cedar,0.0,1,0.0,2003-2009
0490-00042,490,Thin,fir,0.0,3,0.0,2003-2009
0490-00102,490,Thin,cedar,0.0,2,0.0,2003-2009
0490-00102,490,Thin,pine,0.0,3,0.0,2003-2009
0490-00102,490,Thin,psme,0.0,1,0.0,2003-2009
0490-00103,490,Thin,cedar,0.0,1,0.0,2003-2009
0490-00103,490,Thin,fir,0.0,4,0.0,2003-2009
0490-00103,490,Thin,oak,0.0,1,0.0,2003-2009
0490-00103,490,Thin,pine,0.0,2,0.0,2003-2009
0490-00103,490,Thin,psme,0.0,2,0.0,2003-2009
0490-00104,490,Thin,cedar,0.0,1,0.0,2003-2009
0490-00104,490,Thin,pine,0.0,2,0.0,2003-2009
0490-00104,490,Thin,psme,0.0,1,0.0,2003-2009
0490-00105,490,Thin,cedar,0.0,1,0.0,2003-2009
0490-00105,490,Thin,fir,0.0,1,0.0,2003-2009
0490-00105,490,Thin,pine,0.0,1,0.0,2003-2009
0490-00105,490,Thin,psme,0.0,5,0.0,2003-2009
0490-00110,490,Thin,cedar,0.0,3,0.0,2003-2009
0490-00110,490,Thin,fir,0.06534473481593284,3,0.14268239840962427,2003-2009
0490-00110,490,Thin,oak,0.0,1,0.0,2003-2009
0490-00110,490,Thin,pine,0.0,1,0.0,2003-2009
0490-00110,490,Thin,psme,0.0,3,0.0,2003-2009
0490-00115,490,Thin,fir,0.0,1,0.0,2003-2009
0490-00115,490,Thin,pine,0.0,5,0.0,2003-2009
0490-00115,490,Thin,psme,0.0,2,0.0,2003-2009
0490-00117,490,Thin,fir,0.0,3,0.0,2003-2009
0490-00117,490,Thin,pine,0.0,1,0.0,2003-2009
0490-00120,490,Thin,cedar,0.0,10,0.0,2003-2009
0490-00120,490,Thin,fir,0.0,1,0.0,2003-2009
0490-00120,490,Thin,psme,0.0,2,0.0,2003-2009
0490-00122,490,Thin,cedar,0.0,4,0.0,2003-2009
0490-00122,490,Thin,fir,0.0,3,0.0,2003-2009
0490-00122,490,Thin,oak,0.0,1,0.0,2003-2009
0490-00122,490,Thin,other_hardwood,0.0,6,0.0,2003-2009
0490-00122,490,Thin,pine,0.0,3,0.0,2003-2009
0490-00122,490,Thin,psme,0.0,5,0.0,2003-2009
0490-00124,490,Thin,fir,0.0,2,0.0,2003-2009
0490-00124,490,Thin,other_hardwood,0.0,4,0.0,2003-2009
0490-00124,490,Thin,pine,0.0,2,0.0,2003-2009
0490-00125,490,Thin,cedar,0.0,6,0.0,2003-2009
0490-00125,490,Thin,fir,0.022009411402034718,8,0.051871231443559714,2003-2009
0490-00125,490,Thin,psme,0.0,3,0.0,2003-2009
0490-00126,490,Thin,cedar,0.0,7,0.0,2003-2009
0490-00126,490,Thin,fir,0.0,2,0.0,2003-2009
0490-00126,490,Thin,pine,0.0,3,0.0,2003-2009
0490-00126,490,Thin,psme,0.0,4,0.0,2003-2009
0570-00011,570,Burn+Thin,cedar,0.01740680614731016,10,0.041356751863583445,2003-2009
0570-00011,570,Burn+Thin,oak,0.0,3,0.0,2003-2009
0570-00011,570,Burn+Thin,pine,0.0,1,0.0,2003-2009
0570-00011,570,Burn+Thin,psme,0.0,5,0.0,2003-2009
0570-00013,570,Burn+Thin,cedar,0.0,1,0.0,2003-2009
0570-00013,570,Burn+Thin,oak,0.0,1,0.0,2003-2009
0570-00013,570,Burn+Thin,pine,0.0,3,0.0,2003-2009
0570-00013,570,Burn+Thin,psme,0.0,1,0.0,2003-2009
0570-00017,570,Burn+Thin,cedar,0.0,2,0.0,2003-2009
0570-00017,570,Burn+Thin,fir,0.0,1,0.0,2003-2009
0570-00017,570,Burn+Thin,oak,0.0,1,0.0,2003-2009
0570-00017,570,Burn+Thin,pine,0.0,1,0.0,2003-2009
0570-00023,570,Burn+Thin,cedar,0.0,2,0.0,2003-2009
0570-00023,570,Burn+Thin,oak,0.0,1,0.0,2003-2009
0570-00023,570,Burn+Thin,pine,0.0,2,0.0,2003-2009
0570-00025,570,Burn+Thin,cedar,0.10910128185966073,4,0.15588312300906695,2003-2009
0570-00025,570,Burn+Thin,fir,0.0,1,0.0,2003-2009
0570-00025,570,Burn+Thin,oak,0.0,2,0.0,2003-2009
0570-00101,570,Burn+Thin,cedar,0.0,1,0.0,2003-2009
0570-00101,570,Burn+Thin,fir,0.0,2,0.0,2003-2009
0570-00101,570,Burn+Thin,oak,0.0,2,0.0,2003-2009
0570-00101,570,Burn+Thin,pine,0.0,3,0.0,2003-2009
0570-00102,570,Burn+Thin,cedar,0.0,3,0.0,2003-2009
0570-00102,570,Burn+Thin,oak,0.0,1,0.0,2003-2009
0570-00102,570,Burn+Thin,pine,0.0,2,0.0,2003-2009
0570-00103,570,Burn+Thin,cedar,0.0,1,0.0,2003-2009
0570-00103,570,Burn+Thin,fir,0.0,1,0.0,2003-2009
0570-00103,570,Burn+Thin,pine,0.0,1,0.0,2003-2009
0570-00103,570,Burn+Thin,psme,0.0,1,0.0,2003-2009
0570-00104,570,Burn+Thin,cedar,0.0,1,0.0,2003-2009
0570-00104,570,Burn+Thin,oak,0.10910128185966073,2,0.22045202670449596,2003-2009
0570-00104,570,Burn+Thin,pine,0.0,2,0.0,2003-2009
0570-00105,570,Burn+Thin,cedar,0.0,1,0.0,2003-2009
0570-00105,570,Burn+Thin,fir,0.1673168223443957,3,0.21550089195868743,2003-2009
0570-00105,570,Burn+Thin,oak,0.1673168223443957,3,0.21550089195868743,2003-2009
0570-00105,570,Burn+Thin,pine,0.0,2,0.0,2003-2009
0570-00106,570,Burn+Thin,cedar,0.0,1,0.0,2003-2009
0570-00106,570,Burn+Thin,pine,0.0,3,0.0,2003-2009
0570-00107,570,Burn+Thin,cedar,0.0,2,0.0,2003-2009
0570-00107,570,Burn+Thin,fir,0.0,3,0.0,2003-2009
0570-00107,570,Burn+Thin,pine,0.0,1,0.0,2003-2009
0570-00110,570,Burn+Thin,fir,0.06534473481593284,3,0.14268239840962427,2003-2009
0570-00110,570,Burn+Thin,oak,0.0,1,0.0,2003-2009
0570-00110,570,Burn+Thin,pine,0.0,1,0.0,2003-2009
0570-00111,570,Burn+Thin,cedar,0.0,2,0.0,2003-2009
0570-00111,570,Burn+Thin,oak,0.0,4,0.0,2003-2009
0570-00111,570,Burn+Thin,pine,0.03650751600100388,5,0.0838745697770669,2003-2009
0570-00111,570,Burn+Thin,psme,0.0,1,0.0,2003-2009
0570-00112,570,Burn+Thin,cedar,0.0,5,0.0,2003-2009
0570-00112,570,Burn+Thin,oak,0.0,1,0.0,2003-2009
0570-00112,570,Burn+Thin,pine,0.0,1,0.0,2003-2009
0570-00113,570,Burn+Thin,cedar,0.0,2,0.0,2003-2009
0570-00113,570,Burn+Thin,fir,0.0,3,0.0,2003-2009
0570-00113,570,Burn+Thin,pine,0.0,3,0.0,2003-2009
0570-00115,570,Burn+Thin,fir,0.0,1,0.0,2003-2009
0570-00115,570,Burn+Thin,oak,0.10910128185966073,2,0.22045202670449596,2003-2009
0570-00115,570,Burn+Thin,pine,0.10910128185966073,2,0.22045202670449596,2003-2009
0570-00115,570,Burn+Thin,psme,0.0,2,0.0,2003-2009
0570-00119,570,Burn+Thin,cedar,0.0,6,0.0,2003-2009
0570-00119,570,Burn+Thin,oak,0.0,5,0.0,2003-2009
0570-00119,570,Burn+Thin,pine,0.0,2,0.0,2003-2009
0570-00119,570,Burn+Thin,psme,0.0,1,0.0,2003-2009
0590-00005,590,None,cedar,0.0,6,0.0,2003-2009
0590-00005,590,None,fir,0.0,7,0.0,2003-2009
0590-00005,590,None,oak,0.0,1,0.0,2003-2009
0590-00005,590,None,pine,0.0,1,0.0,2003-2009
0590-00005,590,None,psme,0.0,3,0.0,2003-2009
0590-00009,590,None,cedar,0.008098721239761186,21,0.01955837654432522,2003-2009
0590-00009,590,None,fir,0.0,13,0.0,2003-2009
0590-00009,590,None,oak,0.0,1,0.0,2003-2009
0590-00009,590,None,pine,0.0,4,0.0,2003-2009
0590-00009,590,None,psme,0.0,5,0.0,2003-2009
0590-00013,590,None,cedar,0.0,7,0.0,2003-2009
0590-00013,590,None,fir,0.0,2,0.0,2003-2009
0590-00013,590,None,oak,0.0,1,0.0,2003-2009
0590-00013,590,None,pine,0.0,1,0.0,2003-2009
0590-00013,590,None,psme,0.0,5,0.0,2003-2009
0590-00021,590,None,cedar,0.0,5,0.0,2003-2009
0590-00021,590,None,pine,0.0,1,0.0,2003-2009
0590-00021,590,None,psme,0.0,1,0.0,2003-2009
0590-00101,590,None,cedar,0.0,16,0.0,2003-2009
0590-00101,590,None,fir,0.0,3,0.0,2003-2009
0590-00101,590,None,psme,0.0,3,0.0,2003-2009
0590-00102,590,None,cedar,0.02064444819041722,17,0.03448636128481075,2003-2009
0590-00102,590,None,fir,0.0,1,0.0,2003-2009
0590-00102,590,None,pine,0.0,3,0.0,2003-2009
0590-00102,590,None,psme,0.0,5,0.0,2003-2009
